cd_plano_conta_rel,ds_plano_conta,nivel,vl_abr,vl_abr_f,vl_ago,vl_ago_f,vl_atualizado,vl_atualizado_f,vl_dez,vl_dez_f,vl_fev,vl_fev_f,vl_jan,vl_jan_f,vl_jul,vl_jul_f,vl_jun,vl_jun_f,vl_mai,vl_mai_f,vl_mar,vl_mar_f,vl_nov,vl_nov_f,vl_out,vl_out_f,vl_periodo,vl_periodo_f,vl_previsto,vl_previsto_f,vl_set,vl_set_f,vl_total,vl_total_f
1.7.1.2.52.2.1,"Cota-Parte pelo Excedente da Produção do Petróleo – Lei nº 9.478/97, Artigo 49, I e II - Principal",7,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,32",0.32,"R$ 0,00",0,"R$ 843,74",843.74,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 844,06",844.06
1.7.1.2.52.2.1.01,Cota-Parte Royalts Excedente da Produção do Petróleo – Lei nº 9.478/97 -Artigo 49,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,32",0.32,"R$ 0,00",0,"R$ 843,74",843.74,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 844,06",844.06
1.7.1.2.99,Outras Transferências decorrentes de Compensação Financeira pela Exploração de Recursos Naturais,5,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.7.1.2.99.0.1,"""Outras Transferências decorrentes de Compensação Financeira pela Exploração de Recursos Naturais
 - Principal""",7,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.7.1.2.99.0.1.01,BAP - BONUS ASSINATURA PETROLEO,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3,Transferências de Recursos do Sistema Único de Saúde – Sus ,4,"R$ 18.023.454,21",18023454.21,"R$ 18.212.870,40",18212870.4,"R$ 267.000.000,00",267000000,"R$ 0,00",0,"R$ 19.137.636,47",19137636.47,"R$ 18.112.584,46",18112584.46,"R$ 18.338.742,25",18338742.25,"R$ 20.767.057,85",20767057.85,"R$ 17.261.593,04",17261593.04,"R$ 18.105.178,26",18105178.26,"R$ 19.378.285,37",19378285.37,"R$ 19.726.790,61",19726790.61,,0,"R$ 267.000.000,00",267000000,"R$ 18.791.884,84",18791884.84,"R$ 205.856.077,76",205856077.76
1.7.1.3.50,Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,5,"R$ 18.023.454,21",18023454.21,"R$ 18.212.870,40",18212870.4,"R$ 267.000.000,00",267000000,"R$ 0,00",0,"R$ 19.137.636,47",19137636.47,"R$ 18.112.584,46",18112584.46,"R$ 18.338.742,25",18338742.25,"R$ 20.767.057,85",20767057.85,"R$ 17.261.593,04",17261593.04,"R$ 18.105.178,26",18105178.26,"R$ 19.378.285,37",19378285.37,"R$ 19.726.790,61",19726790.61,,0,"R$ 267.000.000,00",267000000,"R$ 18.791.884,84",18791884.84,"R$ 205.856.077,76",205856077.76
1.7.1.3.50.1,Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária,6,"R$ 2.806.369,27",2806369.27,"R$ 2.545.302,13",2545302.13,"R$ 41.200.000,00",41200000,"R$ 0,00",0,"R$ 2.549.790,48",2549790.48,"R$ 2.819.530,01",2819530.01,"R$ 2.785.878,13",2785878.13,"R$ 2.704.788,88",2704788.88,"R$ 3.037.218,91",3037218.91,"R$ 2.442.142,99",2442142.99,"R$ 3.431.464,38",3431464.38,"R$ 2.595.057,90",2595057.9,,0,"R$ 41.200.000,00",41200000,"R$ 2.630.885,53",2630885.53,"R$ 30.348.428,61",30348428.61
1.7.1.3.50.1.1,Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal,7,"R$ 2.806.369,27",2806369.27,"R$ 2.545.302,13",2545302.13,"R$ 41.200.000,00",41200000,"R$ 0,00",0,"R$ 2.549.790,48",2549790.48,"R$ 2.819.530,01",2819530.01,"R$ 2.785.878,13",2785878.13,"R$ 2.704.788,88",2704788.88,"R$ 3.037.218,91",3037218.91,"R$ 2.442.142,99",2442142.99,"R$ 3.431.464,38",3431464.38,"R$ 2.595.057,90",2595057.9,,0,"R$ 41.200.000,00",41200000,"R$ 2.630.885,53",2630885.53,"R$ 30.348.428,61",30348428.61
1.7.1.3.50.1.1.01,Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal,8,"R$ 2.806.369,27",2806369.27,"R$ 2.545.302,13",2545302.13,"R$ 41.200.000,00",41200000,"R$ 0,00",0,"R$ 2.549.790,48",2549790.48,"R$ 2.819.530,01",2819530.01,"R$ 2.785.878,13",2785878.13,"R$ 2.704.788,88",2704788.88,"R$ 3.037.218,91",3037218.91,"R$ 2.442.142,99",2442142.99,"R$ 3.431.464,38",3431464.38,"R$ 2.595.057,90",2595057.9,,0,"R$ 41.200.000,00",41200000,"R$ 2.630.885,53",2630885.53,"R$ 30.348.428,61",30348428.61
1.7.1.3.50.1.1.01.01, INCENTIVO FINANCEIRO DA APS - CAPITACAO PONDERADA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 25.000.000,00",25000000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.338.900,00",1338900,"R$ 36.000,00",36000,"R$ 0,00",0,"R$ 1.352.700,00",1352700,"R$ 0,00",0,"R$ 1.290.384,00",1290384,,0,"R$ 25.000.000,00",25000000,"R$ 0,00",0,"R$ 4.017.984,00",4017984
1.7.1.3.50.1.1.01.02,INCENTIVO FINANCEIRO DA APS - DESEMPENHO,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.000.000,00",1000000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 1.000.000,00",1000000,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3.50.1.1.01.03, INCENTIVO PARA ACOES ESTRATEGICAS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.500.000,00",1500000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 1.500.000,00",1500000,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3.50.1.1.01.04,AGENTE COMUNITARIO DE SAUDE - ACS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3.50.1.1.01.05,PROGRAMA DE INFORMATIZAÇÃO DA APS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 200.000,00",200000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 41.200,00",41200,"R$ 47.200,00",47200,"R$ 35.200,00",35200,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 200.000,00",200000,"R$ 39.250,00",39250,"R$ 162.850,00",162850
1.7.1.3.50.1.1.01.06,IMPLEMENTAÇÃO DE POLÍTICAS PARA A REDE CEGONHA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3.50.1.1.01.07,REP INCREMENTO TEMPORÁRIO DO PAB,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.000.000,00",1000000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 1.000.000,00",1000000,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3.50.1.1.01.08,INCENTIVO FINANCEIRO DA APS - PER CAPITA DE TRANSIÇÃO,9,"R$ 425.987,28",425987.28,"R$ 212.993,64",212993.64,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 212.993,64",212993.64,"R$ 212.993,64",212993.64,"R$ 638.980,92",638980.92,"R$ 0,00",0,"R$ 212.993,64",212993.64,"R$ 212.993,64",212993.64,,0,"R$ 0,00",0,"R$ 212.993,64",212993.64,"R$ 2.342.930,04",2342930.04
1.7.1.3.50.1.1.01.09,IMPLEMENTAÇÃO DE POLITÍCAS DE ATENÇÃO A SAÚDE,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 500.000,00",500000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 500.000,00",500000,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3.50.1.1.01.10,REPASSE PISO NACIONAL - AGENTE COMUNITARIO DE SAÚDE ACS PAB,9,"R$ 634.524,00",634524,"R$ 704.352,00",704352,"R$ 12.000.000,00",12000000,"R$ 0,00",0,"R$ 680.064,00",680064,"R$ 673.992,00",673992,"R$ 704.352,00",704352,"R$ 707.388,00",707388,"R$ 698.280,00",698280,"R$ 677.028,00",677028,"R$ 677.028,00",677028,"R$ 695.244,00",695244,,0,"R$ 12.000.000,00",12000000,"R$ 704.352,00",704352,"R$ 7.556.604,00",7556604
1.7.1.3.50.1.1.01.11,IMPLEMENTAÇÃO DA SEGURANÇA ALIMENTAR E NUTRICIONAL NA SAÚDE,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 50.929,77",50929.77,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 50.929,77",50929.77
1.7.1.3.50.1.1.01.12,INCENTIVO FINANCEIRO PARA ATENÇÃO A SAÚDE BUCAL,9,"R$ 218.457,99",218457.99,"R$ 206.756,49",206756.49,"R$ 0,00",0,"R$ 0,00",0,"R$ 323.576,48",323576.48,"R$ 149.267,03",149267.03,"R$ 206.756,49",206756.49,"R$ 212.607,24",212607.24,"R$ 218.457,99",218457.99,"R$ 220.464,99",220464.99,"R$ 238.308,74",238308.74,"R$ 206.756,49",206756.49,,0,"R$ 0,00",0,"R$ 206.756,49",206756.49,"R$ 2.408.166,42",2408166.42
1.7.1.3.50.1.1.01.13,DEMANDAS JUDICIAIS / AÇÃO JUDICIAL,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3.50.1.1.01.14,INCENTIVO FINANCEIRO DA APS - EQUIPES MULTIPROFISSIONAIS - EMULTI,9,"R$ 142.500,00",142500,"R$ 31.000,00",31000,"R$ 0,00",0,"R$ 0,00",0,"R$ 156.750,00",156750,"R$ 213.750,00",213750,"R$ 195.000,00",195000,"R$ 171.000,00",171000,"R$ 142.500,00",142500,"R$ 156.750,00",156750,"R$ 114.000,00",114000,"R$ 104.000,00",104000,,0,"R$ 0,00",0,"R$ 93.000,00",93000,"R$ 1.520.250,00",1520250
1.7.1.3.50.1.1.01.15,INCENTIVO FINANCEIRO DA APS - ESF E EAP,9,"R$ 1.307.700,00",1307700,"R$ 1.356.900,00",1356900,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.328.700,00",1328700,"R$ 1.694.981,25",1694981.25,"R$ 0,00",0,"R$ 1.323.600,00",1323600,"R$ 1.291.800,00",1291800,"R$ 0,00",0,"R$ 2.154.384,00",2154384,"R$ 34.750,00",34750,,0,"R$ 0,00",0,"R$ 1.347.600,00",1347600,"R$ 11.840.415,25",11840415.25
1.7.1.3.50.1.1.01.16,INCENTIVO FINANCEIRO DA APS - DEMAIS PROGR SERV E EQUIPES PS,9,"R$ 77.200,00",77200,"R$ 33.300,00",33300,"R$ 0,00",0,"R$ 0,00",0,"R$ 60.700,00",60700,"R$ 60.700,00",60700,"R$ 127.876,00",127876,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 34.750,00",34750,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 394.526,00",394526
1.7.1.3.50.1.1.01.17,IMPLEMENTAÇÃO DE POLITICAS PARA A REDE ALYNE,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 26.839,73",26839.73,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 26.933,40",26933.4,"R$ 53.773,13",53773.13
1.7.1.3.50.2,Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Especializada,6,"R$ 14.285.457,75",14285457.75,"R$ 14.593.673,13",14593673.13,"R$ 213.000.000,00",213000000,"R$ 0,00",0,"R$ 15.774.322,85",15774322.85,"R$ 14.576.543,18",14576543.18,"R$ 14.526.975,03",14526975.03,"R$ 17.356.423,78",17356423.78,"R$ 13.441.210,99",13441210.99,"R$ 14.849.512,13",14849512.13,"R$ 14.977.587,90",14977587.9,"R$ 16.280.289,57",16280289.57,,0,"R$ 213.000.000,00",213000000,"R$ 15.417.234,12",15417234.12,"R$ 166.079.230,43",166079230.43
1.7.1.3.50.2.1,Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Especializada - Principal,7,"R$ 14.285.457,75",14285457.75,"R$ 14.593.673,13",14593673.13,"R$ 213.000.000,00",213000000,"R$ 0,00",0,"R$ 15.774.322,85",15774322.85,"R$ 14.576.543,18",14576543.18,"R$ 14.526.975,03",14526975.03,"R$ 17.356.423,78",17356423.78,"R$ 13.441.210,99",13441210.99,"R$ 14.849.512,13",14849512.13,"R$ 14.977.587,90",14977587.9,"R$ 16.280.289,57",16280289.57,,0,"R$ 213.000.000,00",213000000,"R$ 15.417.234,12",15417234.12,"R$ 166.079.230,43",166079230.43
1.7.1.3.50.2.1.01,Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Especializada - Principal,8,"R$ 14.285.457,75",14285457.75,"R$ 14.593.673,13",14593673.13,"R$ 213.000.000,00",213000000,"R$ 0,00",0,"R$ 14.819.212,85",14819212.85,"R$ 14.576.543,18",14576543.18,"R$ 14.526.975,03",14526975.03,"R$ 17.356.423,78",17356423.78,"R$ 13.441.210,99",13441210.99,"R$ 14.849.512,13",14849512.13,"R$ 14.977.587,90",14977587.9,"R$ 15.335.289,57",15335289.57,,0,"R$ 213.000.000,00",213000000,"R$ 14.917.234,12",14917234.12,"R$ 163.679.120,43",163679120.43
1.7.1.3.50.2.1.01.01,SERV. ATEND. MOVEL URGENCIA - SAMU,9,"R$ 331.657,30",331657.3,"R$ 331.657,30",331657.3,"R$ 4.000.000,00",4000000,"R$ 0,00",0,"R$ 331.657,30",331657.3,"R$ 331.657,30",331657.3,"R$ 331.657,30",331657.3,"R$ 331.657,30",331657.3,"R$ 331.657,30",331657.3,"R$ 331.657,30",331657.3,"R$ 663.314,60",663314.6,"R$ 0,00",0,,0,"R$ 4.000.000,00",4000000,"R$ 331.657,30",331657.3,"R$ 3.648.230,30",3648230.3
1.7.1.3.50.2.1.01.02,ATENÇÃO Á SAÚDE DA POPULAÇÃO PARA PROCEDIMENTOS NO MAC,9,"R$ 10.274.234,81",10274234.81,"R$ 10.274.234,81",10274234.81,"R$ 172.297.000,00",172297000,"R$ 0,00",0,"R$ 10.666.034,58",10666034.58,"R$ 10.581.419,64",10581419.64,"R$ 10.274.234,81",10274234.81,"R$ 13.189.190,51",13189190.51,"R$ 10.274.234,81",10274234.81,"R$ 10.353.271,77",10353271.77,"R$ 10.323.038,81",10323038.81,"R$ 10.274.234,81",10274234.81,,0,"R$ 172.297.000,00",172297000,"R$ 10.274.234,81",10274234.81,"R$ 116.758.364,17",116758364.17
1.7.1.3.50.2.1.01.03, ATENÇÃO Á SAÚDE DA POPULAÇÃO PARA PROCEDIMENTOS NO MAC -DESCONTO,9,"R$ 5.086,00",5086,"R$ 5.086,00",5086,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 6.317,00",6317,"R$ 3.855,00",3855,"R$ 5.086,00",5086,"R$ 5.086,00",5086,"R$ 5.086,00",5086,"R$ 5.086,00",5086,"R$ 5.086,00",5086,"R$ 5.086,00",5086,,0,"R$ 1.000,00",1000,"R$ 5.086,00",5086,"R$ 55.946,00",55946
1.7.1.3.50.2.1.01.04, ATENÇÃO Á SAÚDE DA POPULAÇÃO PARA PROCEDIMENTOS NO MAC -DESCONTO TETO,9,"R$ 2.819.459,09",2819459.09,"R$ 2.819.459,09",2819459.09,"R$ 10.000.000,00",10000000,"R$ 0,00",0,"R$ 2.440.964,07",2440964.07,"R$ 2.440.964,07",2440964.07,"R$ 2.819.459,09",2819459.09,"R$ 2.819.459,09",2819459.09,"R$ 2.819.459,09",2819459.09,"R$ 2.819.459,09",2819459.09,"R$ 2.819.459,09",2819459.09,"R$ 2.819.459,09",2819459.09,,0,"R$ 10.000.000,00",10000000,"R$ 2.819.459,09",2819459.09,"R$ 30.257.059,95",30257059.95
1.7.1.3.50.2.1.01.05,REP FAEC - CIRURGIAS ELETIVAS,9,"R$ 0,00",0,"R$ 145.528,07",145528.07,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 118.991,17",118991.17,"R$ 181.312,56",181312.56,"R$ 73.415,11",73415.11,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 421.351,59",421351.59,"R$ 940.598,50",940598.5
1.7.1.3.50.2.1.01.06,FAEC - NEFROLOGIA,9,"R$ 353.206,88",353206.88,"R$ 512.533,38",512533.38,"R$ 5.000.000,00",5000000,"R$ 0,00",0,"R$ 862.444,40",862444.4,"R$ 0,00",0,"R$ 503.990,10",503990.1,"R$ 415.933,29",415933.29,"R$ 0,00",0,"R$ 402.820,90",402820.9,"R$ 558.477,63",558477.63,"R$ 1.059.404,74",1059404.74,,0,"R$ 5.000.000,00",5000000,"R$ 498.352,94",498352.94,"R$ 5.167.164,26",5167164.26
1.7.1.3.50.2.1.01.07,"REP FAEC - TRANSPLANTES DE ORGÃOS, TECIDOS E CELULAS",9,"R$ 0,00",0,"R$ 4.288,63",4288.63,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 3.438,63",3438.63,"R$ 0,00",0,"R$ 14.189,94",14189.94,"R$ 12.274,67",12274.67,"R$ 10.773,79",10773.79,"R$ 4.319,12",4319.12,"R$ 10.889,82",10889.82,"R$ 14.323,59",14323.59,,0,"R$ 1.000,00",1000,"R$ 7.388,82",7388.82,"R$ 81.887,01",81887.01
1.7.1.3.50.2.1.01.08,REP FAEC - EXERCÍCIOS ANTERIORES,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3.50.2.1.01.09,FAEC - TRATAMENTO DE DOENÇA MACULAR,9,"R$ 12.550,96",12550.96,"R$ 12.640,40",12640.4,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 27.167,12",27167.12,"R$ 0,00",0,"R$ 24.353,60",24353.6,"R$ 27.701,68",27701.68,"R$ 0,00",0,"R$ 35.800,56",35800.56,"R$ 62.540,16",62540.16,"R$ 80.442,96",80442.96,,0,"R$ 1.000,00",1000,"R$ 7.536,00",7536,"R$ 290.733,44",290733.44
1.7.1.3.50.2.1.01.10,FAEC - TERAPIAS ESPECIALIZADAS EM ANGIOLOGIA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3.50.2.1.01.11,FAEC - CIRURGIA BARIÁTRICA,9,"R$ 16.149,53",16149.53,"R$ 35.522,11",35522.11,"R$ 9.700.000,00",9700000,"R$ 0,00",0,"R$ 36.874,24",36874.24,"R$ 0,00",0,"R$ 6.171,43",6171.43,"R$ 29.013,11",29013.11,"R$ 0,00",0,"R$ 46.086,61",46086.61,"R$ 8.572,34",8572.34,"R$ 41.117,77",41117.77,,0,"R$ 9.700.000,00",9700000,"R$ 12.446,10",12446.1,"R$ 231.953,24",231953.24
1.7.1.3.50.2.1.01.12,FAEC - DIAGNÓSTICO / TRATAMENTO EM ONCOLOGIA,9,"R$ 191.934,27",191934.27,"R$ 161.291,30",161291.3,"R$ 1.000.000,00",1000000,"R$ 0,00",0,"R$ 141.065,55",141065.55,"R$ 0,00",0,"R$ 176.167,45",176167.45,"R$ 183.007,86",183007.86,"R$ 0,00",0,"R$ 303.286,44",303286.44,"R$ 126.172,67",126172.67,"R$ 250.783,20",250783.2,,0,"R$ 1.000.000,00",1000000,"R$ 140.992,90",140992.9,"R$ 1.674.701,64",1674701.64
1.7.1.3.50.2.1.01.13,FAEC - DIAGNÓSTICO DE TROMBOFILIA EM GESTANTE,9,"R$ 440,00",440,"R$ 1.455,00",1455,"R$ 10.000.000,00",10000000,"R$ 0,00",0,"R$ 250,00",250,"R$ 0,00",0,"R$ 1.095,00",1095,"R$ 765,00",765,"R$ 0,00",0,"R$ 665,00",665,"R$ 810,00",810,"R$ 1.080,00",1080,,0,"R$ 10.000.000,00",10000000,"R$ 830,00",830,"R$ 7.390,00",7390
1.7.1.3.50.2.1.01.14,FAEC - HEMODINÂMICA EM ATENDIMENTO DE URGÊNCIA,9,"R$ 52.611,25",52611.25,"R$ 101.287,47",101287.47,"R$ 0,00",0,"R$ 0,00",0,"R$ 93.701,52",93701.52,"R$ 0,00",0,"R$ 59.510,14",59510.14,"R$ 31.382,06",31382.06,"R$ 0,00",0,"R$ 123.100,09",123100.09,"R$ 124.762,07",124762.07,"R$ 191.091,10",191091.1,,0,"R$ 0,00",0,"R$ 63.650,33",63650.33,"R$ 841.096,03",841096.03
1.7.1.3.50.2.1.01.15,FAEC - REABILITAÇÃO PÓS-COVID 19,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 43,38",43.38,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 43,38",43.38
1.7.1.3.50.2.1.01.16,FAEC - QUALISUS CARDIO,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.000.000,00",1000000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 1.000.000,00",1000000,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3.50.2.1.01.17,FAEC - CADEIRA DE RODAS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3.50.2.1.01.18,INCREMENTO TEMPORÁRIO DO LIMITE FINANCEIRO DO MAC,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3.50.2.1.01.19,FAEC - PRE-CIRURGICO EM CIRURGIAS PRIORITARIAS,9,"R$ 6.334,72",6334.72,"R$ 6.617,52",6617.52,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 6.843,76",6843.76,"R$ 5.599,44",5599.44,"R$ 0,00",0,"R$ 9.841,44",9841.44,"R$ 7.465,92",7465.92,"R$ 9.671,76",9671.76,,0,"R$ 0,00",0,"R$ 5.769,12",5769.12,"R$ 58.143,68",58143.68
1.7.1.3.50.2.1.01.20,CUSTEIO ENTIDADES PRIVADAS SEM FINS LUCRATIVOS QUE COMPLEMENTEM O SUS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.7.1.3.50.2.1.01.21,FAEC - CIRURGIA CARDIACA PEDIATRICA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
